SampleID	SampleShortID	SampleSubID	Source	RunType	OrganismSerial	OrganismID	OrganismName	CommonName	Category	NumberSamples	Habitat	Nocturnality	NumMacula	NumFovea	NumFoveola	GenomeAvailable	AnnotationAvailable	ZoonomiaPresence	Order	Genus	Species	NNRL_LibraryID	SRA_BioProjectID	SRA_RunID	SRA_Downloaded	SRA_BioSampleID	SRA_ExperimentID	Notes	Life stage	Sex	NocturnalityComments	GenomeAssemblyENSEMBL	GenomeAccessionENSEMBL	GenusAlternativeENSEMBL	GenomeNCBI	GenomeAccessionNCBI	GenomeAssemblyNCBI	GenomeENSEMBL	AnnotationNCBI	AnnotationENSEMBL	GenomeZoonomia	AnnotationZoonomia	ZoonomiaComment	EarlyChordateSet	SpeciesCode	ActualOrganismID	source	gtf_url	cds_url	ReferencePaper	DOI	GenomeAnnotationInRefPaper
Euprymna_scolopes_0	EUSC0	0	SRA	PE	8	Euprymna_scolopes	Euprymna scolopes	Hawaiian bobtail squid	Mollusc	3		Nocturnal				Species	No		Sepiida	Euprymna	scolopes		PRJNA498343	SRR8159247		SAMN10290260	SRX4980115	WT	Adult		"https://sealifebase.ca/summary/Euprymna-scolopes.html#:~:text=its%20body%20(Ref.-,118075).,118073)."				Species			No	No	No				x	mescol					Moriano-Gutierrez_McFall-Ngai_2019_CriticalSymbiontSignals	https://doi.org/10.1073/pnas.1819897116	
Euprymna_scolopes_1	EUSC1	1	SRA	PE	8	Euprymna_scolopes	Euprymna scolopes	Hawaiian bobtail squid	Mollusc	3		Nocturnal				Species	No		Sepiida	Euprymna	scolopes		PRJNA498343	SRR8159245		SAMN10290259	SRX4980117	WT	Adult		"https://sealifebase.ca/summary/Euprymna-scolopes.html#:~:text=its%20body%20(Ref.-,118075).,118073)."				Species			No	No	No				x	mescol					Moriano-Gutierrez_McFall-Ngai_2019_CriticalSymbiontSignals	https://doi.org/10.1073/pnas.1819897116	
Euprymna_scolopes_2	EUSC2	2	SRA	PE	8	Euprymna_scolopes	Euprymna scolopes	Hawaiian bobtail squid	Mollusc	3		Nocturnal				Species	No		Sepiida	Euprymna	scolopes		PRJNA498343	SRR8159235		SAMN10290261	SRX4980127	WT	Adult		"https://sealifebase.ca/summary/Euprymna-scolopes.html#:~:text=its%20body%20(Ref.-,118075).,118073)."				Species			No	No	No				x	mescol					Moriano-Gutierrez_McFall-Ngai_2019_CriticalSymbiontSignals	https://doi.org/10.1073/pnas.1819897116	
Trochilus_hybrid_0	TRHY0	0	Mine	PE	53	Trochilus_hybrid	Trochilus hybrid	Hybrid streamertail	Bird	3		Diurnal				No	No		Apodiformes	Trochilus	hybrid	R42019-269						Wild							No			No	No	No					bthybr							
Trochilus_hybrid_1	TRHY1	1	Mine	PE	53	Trochilus_hybrid	Trochilus hybrid	Hybrid streamertail	Bird	3		Diurnal				No	No		Apodiformes	Trochilus	hybrid	R42019-301						Wild							No			No	No	No					bthybr							
Trochilus_hybrid_2	TRHY2	2	Mine	PE	53	Trochilus_hybrid	Trochilus hybrid	Hybrid streamertail	Bird	3		Diurnal				No	No		Apodiformes	Trochilus	hybrid	R42019-302						Wild							No			No	No	No					bthybr							
Trochilus_polytmus_0	TRPO0	0	Mine	PE	55	Trochilus_polytmus	Trochilus polytmus	Red-billed streamertail	Bird	4		Diurnal				No	No		Apodiformes	Trochilus	polytmus	R42019-271						Wild							No			No	No	No					btpoly							
Trochilus_polytmus_1	TRPO1	1	Mine	PE	55	Trochilus_polytmus	Trochilus polytmus	Red-billed streamertail	Bird	4		Diurnal				No	No		Apodiformes	Trochilus	polytmus	R42019-270						Wild							No			No	No	No					btpoly							
Trochilus_polytmus_2	TRPO2	2	Mine	PE	55	Trochilus_polytmus	Trochilus polytmus	Red-billed streamertail	Bird	4		Diurnal				No	No		Apodiformes	Trochilus	polytmus	R42019-303						Wild							No			No	No	No					btpoly							
Trochilus_polytmus_3	TRPO3	3	Mine	PE	55	Trochilus_polytmus	Trochilus polytmus	Red-billed streamertail	Bird	4		Diurnal				No	No		Apodiformes	Trochilus	polytmus	R42019-266						Wild							No			No	No	No					btpoly							
Trochilus_scitulus_0	TRSC0	0	Mine	PE	54	Trochilus_scitulus	Trochilus scitulus	Black-billed streamertail	Bird	4		Diurnal				No	No		Apodiformes	Trochilus	scitulus	R42019-272						Wild							No			No	No	No					btscit							
Trochilus_scitulus_1	TRSC1	1	Mine	PE	54	Trochilus_scitulus	Trochilus scitulus	Black-billed streamertail	Bird	4		Diurnal				No	No		Apodiformes	Trochilus	scitulus	R42019-268						Wild							No			No	No	No					btscit							
Trochilus_scitulus_2	TRSC2	2	Mine	PE	54	Trochilus_scitulus	Trochilus scitulus	Black-billed streamertail	Bird	4		Diurnal				No	No		Apodiformes	Trochilus	scitulus	R42019-267						Wild							No			No	No	No					btscit							
Trochilus_scitulus_3	TRSC3	3	Mine	PE	54	Trochilus_scitulus	Trochilus scitulus	Black-billed streamertail	Bird	4		Diurnal				No	No		Apodiformes	Trochilus	scitulus	R42019-265						Wild							No			No	No	No					btscit							
Tyto_alba_0	TYAL0	0	Mine	PE	74	Tyto_alba	Tyto alba	Barn Owl	Bird	1		Nocturnal				Species	Species	TOGA	Strigiformes	Tyto	alba	R42019-276						Lab							Species	GCF_018691265.1	T.alba_DEE_v4.0	No	Species	No	Species	Species	Tyto alba alba		btalba	Tyto_alba	NCBI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/691/265/GCF_018691265.1_T.alba_DEE_v4.0/GCF_018691265.1_T.alba_DEE_v4.0_genomic.gtf.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/691/265/GCF_018691265.1_T.alba_DEE_v4.0/GCF_018691265.1_T.alba_DEE_v4.0_cds_from_genomic.fna.gz			
Naja_naja_0	NANA0	0	SRA	SE	43	Naja_naja	Naja naja	Indian cobra	Reptile	1		Unknown				Species	Species		Squamata	Naja	naja		PRJNA527614	SRR8754978		SAMN11168463	SRX5545701					Nana_v5	GCA_009733165.1		Species	GCA_009733165.1	Nana_v5	Species	Species	Species					rnnaja					Suryamohan_Seshagiri_2020_IndianCobraReference	https://doi.org/10.1038/s41588-019-0559-8	
Aulonocara_baenschi_0	AUBA0	0	SRA	SE	32	Aulonocara_baenschi	Aulonocara baenschi	Nkhomo-benga peacock	Fish	1		Unknown				No	No		Cichliformes	Aulonocara	baenschi		PRJNA551471	SRR9620879		SAMN12150411	SRX6383884	"pool of 2 males, 2 females"							No			No	No	No					fabaen					Sandkam_Carleton_2020_Tbx2aModulatesSwitching	https://doi.org/10.1093/molbev/msaa062	"To facilitate transcriptome comparisons across species, we first mapped the NCBI RefSeq genes for O. niloticus (RefSeq no. GCF_001858045) onto the M. zebra genome (Conte et al. 2019) using GMAP (version 2015-07-23; Wu and Watanabe 2005) to annotate the corresponding set of genes in M. zebra. We then generated retinal transcriptomes from four A. baenschi and two T. intermedius using a TruSeq RNA sample preparation kit version 2 (Illumina) and run on an Illumina HiSeq1500 with 100_bp single-end reads. The transcriptome reads were aligned to the gene models predicted in the M. zebra genome. "
Anolis_carolinensis_3	ANCA3	3	SRA	PE	45	Anolis_carolinensis	Anolis carolinensis	Green anole	Reptile	4		Diurnal				Species	Species		Squamata	Anolis	carolinensis		PRJNA554900	SRR9694548	Yes	SAMN12286935	SRX6452868	whole eye	adult		https://www.thesprucepets.com/green-anoles-pets-1236900	AnoCar2.0v2	GCA_000090745.2		Species	GCF_000090745.1	AnoCar2.0	Species	Species	Species				x	racaro					Schott_Chang_2019_EvolutionarySignaturesPhotoreceptor	doi:10.1111/evo.13810	SelectiveGenes using sequence similarity
Gekko_gecko_0	GEGE0	0	SRA	PE	41	Gekko_gecko	Gekko gecko	Tokay gecko	Reptile	1		Unknown				Species	Genus		Squamata	Gekko	gecko		PRJNA554900	SRR9694547		SAMN12286934	SRX6452869	whole eye	adult						Species	GCF_001447785.1	Gekko_japonicus_V1.1	No	Genus	No					rggeck					Schott_Chang_2019_EvolutionarySignaturesPhotoreceptor	doi:10.1111/evo.13810	SelectiveGenes using sequence similarity
Motacilla_alba_0	MOAL0	0	SRA	PE	62	Motacilla_alba	Motacilla alba	White wagtail	Bird	1		Diurnal				Species	Species	TOGA	Passeriformes	Motacilla	alba		PRJNA662706	SRR12641448		SAMN16132659	SRX9123506	eye; name confusion	adult	male	may exhibit some crepuscular (dawn and dusk) activity as well				Species	GCF_015832195.1	Motacilla_alba_V1.0_pri	No	Species	No	Species	Species	Motacilla alba alba;Motacilla tschutschensis		bmalba	Motacilla_alba_alba	NCBI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/832/195/GCF_015832195.1_Motacilla_alba_V1.0_pri/GCF_015832195.1_Motacilla_alba_V1.0_pri_genomic.gtf.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/832/195/GCF_015832195.1_Motacilla_alba_V1.0_pri/GCF_015832195.1_Motacilla_alba_V1.0_pri_cds_from_genomic.fna.gz	Mitochondrial		
Xenopus_tropicalis_0	XETR0	0	Mine	PE	39	Xenopus_tropicalis	Xenopus tropicalis	Western clawed frog	Amphibian	3		Nocturnal				Species	Species		Anura	Xenopus	tropicalis	R42019-258						Lab			https://amphibiaweb.org/species/5246	UCB_Xtro_10.0	GCA_000004195.4		Species	GCF_000004195.4	UCB_Xtro_10.0	Species	Species	Species				x	axtrop							
Xenopus_tropicalis_1	XETR1	1	Mine	PE	39	Xenopus_tropicalis	Xenopus tropicalis	Western clawed frog	Amphibian	3		Nocturnal				Species	Species		Anura	Xenopus	tropicalis	R42019-259						Lab			https://amphibiaweb.org/species/5246	UCB_Xtro_10.0	GCA_000004195.4		Species	GCF_000004195.4	UCB_Xtro_10.0	Species	Species	Species				x	axtrop							
Xenopus_tropicalis_2	XETR2	2	Mine	PE	39	Xenopus_tropicalis	Xenopus tropicalis	Western clawed frog	Amphibian	3		Nocturnal				Species	Species		Anura	Xenopus	tropicalis	R42019-257						Lab			https://amphibiaweb.org/species/5246	UCB_Xtro_10.0	GCA_000004195.4		Species	GCF_000004195.4	UCB_Xtro_10.0	Species	Species	Species				x	axtrop							
